image,name of stamp,price,day,month,year,class
dataset/augmented\857_augmented_2.jpg,KARPOOR CHANDRA 'KULISH',5,16,5,2012.0,857
dataset/augmented\857_augmented_3.jpg,KARPOOR CHANDRA 'KULISH',5,16,5,2012.0,857
dataset/augmented\857_augmented_4.jpg,KARPOOR CHANDRA 'KULISH',5,16,5,2012.0,857
dataset/augmented\857_augmented_5.jpg,KARPOOR CHANDRA 'KULISH',5,16,5,2012.0,857
dataset/augmented\857_augmented_6.jpg,KARPOOR CHANDRA 'KULISH',5,16,5,2012.0,857
dataset/augmented\857_augmented_7.jpg,KARPOOR CHANDRA 'KULISH',5,16,5,2012.0,857
dataset/augmented\857_augmented_8.jpg,KARPOOR CHANDRA 'KULISH',5,16,5,2012.0,857
dataset/augmented\857_augmented_9.jpg,KARPOOR CHANDRA 'KULISH',5,16,5,2012.0,857
dataset/augmented\857_augmented_10.jpg,KARPOOR CHANDRA 'KULISH',5,16,5,2012.0,857
dataset/augmented\858_augmented_1.jpg,R VENKATARAMAN,5,18,4,2012.0,858
dataset/augmented\858_augmented_2.jpg,R VENKATARAMAN,5,18,4,2012.0,858
dataset/augmented\858_augmented_3.jpg,R VENKATARAMAN,5,18,4,2012.0,858
dataset/augmented\858_augmented_4.jpg,R VENKATARAMAN,5,18,4,2012.0,858
dataset/augmented\858_augmented_5.jpg,R VENKATARAMAN,5,18,4,2012.0,858
dataset/augmented\858_augmented_6.jpg,R VENKATARAMAN,5,18,4,2012.0,858
dataset/augmented\858_augmented_7.jpg,R VENKATARAMAN,5,18,4,2012.0,858
dataset/augmented\858_augmented_8.jpg,R VENKATARAMAN,5,18,4,2012.0,858
dataset/augmented\858_augmented_9.jpg,R VENKATARAMAN,5,18,4,2012.0,858
dataset/augmented\858_augmented_10.jpg,R VENKATARAMAN,5,18,4,2012.0,858
dataset/augmented\859_augmented_1.jpg,"GODIJI TEMPLE, MUMBAI",5,17,4,2012.0,859
dataset/augmented\859_augmented_2.jpg,"GODIJI TEMPLE, MUMBAI",5,17,4,2012.0,859
dataset/augmented\859_augmented_3.jpg,"GODIJI TEMPLE, MUMBAI",5,17,4,2012.0,859
dataset/augmented\859_augmented_4.jpg,"GODIJI TEMPLE, MUMBAI",5,17,4,2012.0,859
dataset/augmented\859_augmented_5.jpg,"GODIJI TEMPLE, MUMBAI",5,17,4,2012.0,859
dataset/augmented\859_augmented_6.jpg,"GODIJI TEMPLE, MUMBAI",5,17,4,2012.0,859
dataset/augmented\859_augmented_7.jpg,"GODIJI TEMPLE, MUMBAI",5,17,4,2012.0,859
dataset/augmented\859_augmented_8.jpg,"GODIJI TEMPLE, MUMBAI",5,17,4,2012.0,859
dataset/augmented\859_augmented_9.jpg,"GODIJI TEMPLE, MUMBAI",5,17,4,2012.0,859
dataset/augmented\859_augmented_10.jpg,"GODIJI TEMPLE, MUMBAI",5,17,4,2012.0,859
dataset/augmented\860_augmented_1.jpg,"ISABELLA THOBURN COLLEGE, LUCKNOW",5,12,4,2012.0,860
dataset/augmented\860_augmented_2.jpg,"ISABELLA THOBURN COLLEGE, LUCKNOW",5,12,4,2012.0,860
dataset/augmented\860_augmented_3.jpg,"ISABELLA THOBURN COLLEGE, LUCKNOW",5,12,4,2012.0,860
dataset/augmented\860_augmented_4.jpg,"ISABELLA THOBURN COLLEGE, LUCKNOW",5,12,4,2012.0,860
dataset/augmented\860_augmented_5.jpg,"ISABELLA THOBURN COLLEGE, LUCKNOW",5,12,4,2012.0,860
dataset/augmented\860_augmented_6.jpg,"ISABELLA THOBURN COLLEGE, LUCKNOW",5,12,4,2012.0,860
dataset/augmented\860_augmented_7.jpg,"ISABELLA THOBURN COLLEGE, LUCKNOW",5,12,4,2012.0,860
dataset/augmented\860_augmented_8.jpg,"ISABELLA THOBURN COLLEGE, LUCKNOW",5,12,4,2012.0,860
dataset/augmented\860_augmented_9.jpg,"ISABELLA THOBURN COLLEGE, LUCKNOW",5,12,4,2012.0,860
dataset/augmented\860_augmented_10.jpg,"ISABELLA THOBURN COLLEGE, LUCKNOW",5,12,4,2012.0,860
dataset/augmented\861_augmented_1.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,861
dataset/augmented\861_augmented_2.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,861
dataset/augmented\861_augmented_3.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,861
dataset/augmented\861_augmented_4.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,861
dataset/augmented\861_augmented_5.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,861
dataset/augmented\861_augmented_6.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,861
dataset/augmented\861_augmented_7.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,861
dataset/augmented\861_augmented_8.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,861
dataset/augmented\861_augmented_9.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,861
dataset/augmented\861_augmented_10.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,861
dataset/augmented\862_augmented_1.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,862
dataset/augmented\862_augmented_2.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,862
dataset/augmented\862_augmented_3.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,862
dataset/augmented\862_augmented_4.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,862
dataset/augmented\862_augmented_5.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,862
dataset/augmented\862_augmented_6.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,862
dataset/augmented\862_augmented_7.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,862
dataset/augmented\862_augmented_8.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,862
dataset/augmented\862_augmented_9.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,862
dataset/augmented\862_augmented_10.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,862
dataset/augmented\863_augmented_1.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,863
dataset/augmented\863_augmented_2.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,863
dataset/augmented\863_augmented_3.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,863
dataset/augmented\863_augmented_4.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,863
dataset/augmented\863_augmented_5.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,863
dataset/augmented\863_augmented_6.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,863
dataset/augmented\863_augmented_7.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,863
dataset/augmented\863_augmented_8.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,863
dataset/augmented\863_augmented_9.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,863
dataset/augmented\863_augmented_10.jpg,CIVIL AVIATION CENTENARY,5,14,3,2012.0,863
dataset/augmented\864_augmented_1.jpg,CIVIL AVIATION CENTENARY,20,14,3,2012.0,864
dataset/augmented\864_augmented_2.jpg,CIVIL AVIATION CENTENARY,20,14,3,2012.0,864
dataset/augmented\864_augmented_3.jpg,CIVIL AVIATION CENTENARY,20,14,3,2012.0,864
dataset/augmented\864_augmented_4.jpg,CIVIL AVIATION CENTENARY,20,14,3,2012.0,864
dataset/augmented\864_augmented_5.jpg,CIVIL AVIATION CENTENARY,20,14,3,2012.0,864
dataset/augmented\864_augmented_6.jpg,CIVIL AVIATION CENTENARY,20,14,3,2012.0,864
dataset/augmented\864_augmented_7.jpg,CIVIL AVIATION CENTENARY,20,14,3,2012.0,864
dataset/augmented\864_augmented_8.jpg,CIVIL AVIATION CENTENARY,20,14,3,2012.0,864
dataset/augmented\864_augmented_9.jpg,CIVIL AVIATION CENTENARY,20,14,3,2012.0,864
dataset/augmented\864_augmented_10.jpg,CIVIL AVIATION CENTENARY,20,14,3,2012.0,864
dataset/augmented\865_augmented_1.jpg,SHYAMA CHARAN SHUKLA,5,9,3,2012.0,865
dataset/augmented\865_augmented_2.jpg,SHYAMA CHARAN SHUKLA,5,9,3,2012.0,865
dataset/augmented\865_augmented_3.jpg,SHYAMA CHARAN SHUKLA,5,9,3,2012.0,865
dataset/augmented\865_augmented_4.jpg,SHYAMA CHARAN SHUKLA,5,9,3,2012.0,865
dataset/augmented\865_augmented_5.jpg,SHYAMA CHARAN SHUKLA,5,9,3,2012.0,865
dataset/augmented\865_augmented_6.jpg,SHYAMA CHARAN SHUKLA,5,9,3,2012.0,865
dataset/augmented\865_augmented_7.jpg,SHYAMA CHARAN SHUKLA,5,9,3,2012.0,865
dataset/augmented\865_augmented_8.jpg,SHYAMA CHARAN SHUKLA,5,9,3,2012.0,865
dataset/augmented\865_augmented_9.jpg,SHYAMA CHARAN SHUKLA,5,9,3,2012.0,865
dataset/augmented\865_augmented_10.jpg,SHYAMA CHARAN SHUKLA,5,9,3,2012.0,865
dataset/augmented\866_augmented_1.jpg,VASANTDADA PATIl,5,1,3,2012.0,866
dataset/augmented\866_augmented_2.jpg,VASANTDADA PATIl,5,1,3,2012.0,866
dataset/augmented\866_augmented_3.jpg,VASANTDADA PATIl,5,1,3,2012.0,866
dataset/augmented\866_augmented_4.jpg,VASANTDADA PATIl,5,1,3,2012.0,866
dataset/augmented\866_augmented_5.jpg,VASANTDADA PATIl,5,1,3,2012.0,866
dataset/augmented\866_augmented_6.jpg,VASANTDADA PATIl,5,1,3,2012.0,866
dataset/augmented\866_augmented_7.jpg,VASANTDADA PATIl,5,1,3,2012.0,866
dataset/augmented\866_augmented_8.jpg,VASANTDADA PATIl,5,1,3,2012.0,866
dataset/augmented\866_augmented_9.jpg,VASANTDADA PATIl,5,1,3,2012.0,866
dataset/augmented\866_augmented_10.jpg,VASANTDADA PATIl,5,1,3,2012.0,866
dataset/augmented\867_augmented_1.jpg,EMPLOYEES' STATE INSURANCE CORPORATION,5,24,2,2012.0,867
dataset/augmented\867_augmented_2.jpg,EMPLOYEES' STATE INSURANCE CORPORATION,5,24,2,2012.0,867
dataset/augmented\867_augmented_3.jpg,EMPLOYEES' STATE INSURANCE CORPORATION,5,24,2,2012.0,867
dataset/augmented\867_augmented_4.jpg,EMPLOYEES' STATE INSURANCE CORPORATION,5,24,2,2012.0,867
dataset/augmented\867_augmented_5.jpg,EMPLOYEES' STATE INSURANCE CORPORATION,5,24,2,2012.0,867
dataset/augmented\867_augmented_6.jpg,EMPLOYEES' STATE INSURANCE CORPORATION,5,24,2,2012.0,867
dataset/augmented\867_augmented_7.jpg,EMPLOYEES' STATE INSURANCE CORPORATION,5,24,2,2012.0,867
dataset/augmented\867_augmented_8.jpg,EMPLOYEES' STATE INSURANCE CORPORATION,5,24,2,2012.0,867
dataset/augmented\867_augmented_9.jpg,EMPLOYEES' STATE INSURANCE CORPORATION,5,24,2,2012.0,867
dataset/augmented\867_augmented_10.jpg,EMPLOYEES' STATE INSURANCE CORPORATION,5,24,2,2012.0,867
dataset/augmented\868_augmented_1.jpg,INDIA INTERNATIONAL CENTRE,5,9,2,2012.0,868
dataset/augmented\868_augmented_2.jpg,INDIA INTERNATIONAL CENTRE,5,9,2,2012.0,868
dataset/augmented\868_augmented_3.jpg,INDIA INTERNATIONAL CENTRE,5,9,2,2012.0,868
dataset/augmented\868_augmented_4.jpg,INDIA INTERNATIONAL CENTRE,5,9,2,2012.0,868
dataset/augmented\868_augmented_5.jpg,INDIA INTERNATIONAL CENTRE,5,9,2,2012.0,868
dataset/augmented\868_augmented_6.jpg,INDIA INTERNATIONAL CENTRE,5,9,2,2012.0,868
dataset/augmented\868_augmented_7.jpg,INDIA INTERNATIONAL CENTRE,5,9,2,2012.0,868
dataset/augmented\868_augmented_8.jpg,INDIA INTERNATIONAL CENTRE,5,9,2,2012.0,868
dataset/augmented\868_augmented_9.jpg,INDIA INTERNATIONAL CENTRE,5,9,2,2012.0,868
dataset/augmented\868_augmented_10.jpg,INDIA INTERNATIONAL CENTRE,5,9,2,2012.0,868
dataset/augmented\869_augmented_1.jpg,SHYAM NARAYAN SINGH,5,24,1,2012.0,869
dataset/augmented\869_augmented_2.jpg,SHYAM NARAYAN SINGH,5,24,1,2012.0,869
dataset/augmented\869_augmented_3.jpg,SHYAM NARAYAN SINGH,5,24,1,2012.0,869
dataset/augmented\869_augmented_4.jpg,SHYAM NARAYAN SINGH,5,24,1,2012.0,869
dataset/augmented\869_augmented_5.jpg,SHYAM NARAYAN SINGH,5,24,1,2012.0,869
dataset/augmented\869_augmented_6.jpg,SHYAM NARAYAN SINGH,5,24,1,2012.0,869
dataset/augmented\869_augmented_7.jpg,SHYAM NARAYAN SINGH,5,24,1,2012.0,869
dataset/augmented\869_augmented_8.jpg,SHYAM NARAYAN SINGH,5,24,1,2012.0,869
dataset/augmented\869_augmented_9.jpg,SHYAM NARAYAN SINGH,5,24,1,2012.0,869
dataset/augmented\869_augmented_10.jpg,SHYAM NARAYAN SINGH,5,24,1,2012.0,869
dataset/augmented\870_augmented_1.jpg,BHAI JAGTA JI,5,15,1,2012.0,870
dataset/augmented\870_augmented_2.jpg,BHAI JAGTA JI,5,15,1,2012.0,870
dataset/augmented\870_augmented_3.jpg,BHAI JAGTA JI,5,15,1,2012.0,870
dataset/augmented\870_augmented_4.jpg,BHAI JAGTA JI,5,15,1,2012.0,870
dataset/augmented\870_augmented_5.jpg,BHAI JAGTA JI,5,15,1,2012.0,870
dataset/augmented\870_augmented_6.jpg,BHAI JAGTA JI,5,15,1,2012.0,870
dataset/augmented\870_augmented_7.jpg,BHAI JAGTA JI,5,15,1,2012.0,870
dataset/augmented\870_augmented_8.jpg,BHAI JAGTA JI,5,15,1,2012.0,870
dataset/augmented\870_augmented_9.jpg,BHAI JAGTA JI,5,15,1,2012.0,870
dataset/augmented\870_augmented_10.jpg,BHAI JAGTA JI,5,15,1,2012.0,870
dataset/augmented\871_augmented_1.jpg,PURAN CHANDRA GUPTA,5,2,1,2012.0,871
dataset/augmented\871_augmented_2.jpg,PURAN CHANDRA GUPTA,5,2,1,2012.0,871
dataset/augmented\871_augmented_3.jpg,PURAN CHANDRA GUPTA,5,2,1,2012.0,871
dataset/augmented\871_augmented_4.jpg,PURAN CHANDRA GUPTA,5,2,1,2012.0,871
dataset/augmented\871_augmented_5.jpg,PURAN CHANDRA GUPTA,5,2,1,2012.0,871
dataset/augmented\871_augmented_6.jpg,PURAN CHANDRA GUPTA,5,2,1,2012.0,871
dataset/augmented\871_augmented_7.jpg,PURAN CHANDRA GUPTA,5,2,1,2012.0,871
dataset/augmented\871_augmented_8.jpg,PURAN CHANDRA GUPTA,5,2,1,2012.0,871
dataset/augmented\871_augmented_9.jpg,PURAN CHANDRA GUPTA,5,2,1,2012.0,871
dataset/augmented\871_augmented_10.jpg,PURAN CHANDRA GUPTA,5,2,1,2012.0,871
dataset/augmented\872_augmented_1.jpg,LALIT KALA AKADEMI,5,31,12,2010.0,872
dataset/augmented\872_augmented_2.jpg,LALIT KALA AKADEMI,5,31,12,2010.0,872
dataset/augmented\872_augmented_3.jpg,LALIT KALA AKADEMI,5,31,12,2010.0,872
dataset/augmented\872_augmented_4.jpg,LALIT KALA AKADEMI,5,31,12,2010.0,872
dataset/augmented\872_augmented_5.jpg,LALIT KALA AKADEMI,5,31,12,2010.0,872
dataset/augmented\872_augmented_6.jpg,LALIT KALA AKADEMI,5,31,12,2010.0,872
dataset/augmented\872_augmented_7.jpg,LALIT KALA AKADEMI,5,31,12,2010.0,872
dataset/augmented\872_augmented_8.jpg,LALIT KALA AKADEMI,5,31,12,2010.0,872
dataset/augmented\872_augmented_9.jpg,LALIT KALA AKADEMI,5,31,12,2010.0,872
dataset/augmented\872_augmented_10.jpg,LALIT KALA AKADEMI,5,31,12,2010.0,872
dataset/augmented\873_augmented_1.jpg,NATIONAL COUNCIL OF EDUCATION,5,24,12,2010.0,873
dataset/augmented\873_augmented_2.jpg,NATIONAL COUNCIL OF EDUCATION,5,24,12,2010.0,873
dataset/augmented\873_augmented_3.jpg,NATIONAL COUNCIL OF EDUCATION,5,24,12,2010.0,873
dataset/augmented\873_augmented_4.jpg,NATIONAL COUNCIL OF EDUCATION,5,24,12,2010.0,873
dataset/augmented\873_augmented_5.jpg,NATIONAL COUNCIL OF EDUCATION,5,24,12,2010.0,873
dataset/augmented\873_augmented_6.jpg,NATIONAL COUNCIL OF EDUCATION,5,24,12,2010.0,873
dataset/augmented\873_augmented_7.jpg,NATIONAL COUNCIL OF EDUCATION,5,24,12,2010.0,873
dataset/augmented\873_augmented_8.jpg,NATIONAL COUNCIL OF EDUCATION,5,24,12,2010.0,873
dataset/augmented\873_augmented_9.jpg,NATIONAL COUNCIL OF EDUCATION,5,24,12,2010.0,873
dataset/augmented\873_augmented_10.jpg,NATIONAL COUNCIL OF EDUCATION,5,24,12,2010.0,873
dataset/augmented\874_augmented_1.jpg,DR. TRIGUNA SEN,5,24,12,2010.0,874
dataset/augmented\874_augmented_2.jpg,DR. TRIGUNA SEN,5,24,12,2010.0,874
dataset/augmented\874_augmented_3.jpg,DR. TRIGUNA SEN,5,24,12,2010.0,874
dataset/augmented\874_augmented_4.jpg,DR. TRIGUNA SEN,5,24,12,2010.0,874
dataset/augmented\874_augmented_5.jpg,DR. TRIGUNA SEN,5,24,12,2010.0,874
dataset/augmented\874_augmented_6.jpg,DR. TRIGUNA SEN,5,24,12,2010.0,874
dataset/augmented\874_augmented_7.jpg,DR. TRIGUNA SEN,5,24,12,2010.0,874
dataset/augmented\874_augmented_8.jpg,DR. TRIGUNA SEN,5,24,12,2010.0,874
dataset/augmented\874_augmented_9.jpg,DR. TRIGUNA SEN,5,24,12,2010.0,874
dataset/augmented\874_augmented_10.jpg,DR. TRIGUNA SEN,5,24,12,2010.0,874
dataset/augmented\875_augmented_1.jpg,CENTRAL BANK OF INDIA,5,23,12,2010.0,875
dataset/augmented\875_augmented_2.jpg,CENTRAL BANK OF INDIA,5,23,12,2010.0,875
dataset/augmented\875_augmented_3.jpg,CENTRAL BANK OF INDIA,5,23,12,2010.0,875
dataset/augmented\875_augmented_4.jpg,CENTRAL BANK OF INDIA,5,23,12,2010.0,875
dataset/augmented\875_augmented_5.jpg,CENTRAL BANK OF INDIA,5,23,12,2010.0,875
dataset/augmented\875_augmented_6.jpg,CENTRAL BANK OF INDIA,5,23,12,2010.0,875
dataset/augmented\875_augmented_7.jpg,CENTRAL BANK OF INDIA,5,23,12,2010.0,875
dataset/augmented\875_augmented_8.jpg,CENTRAL BANK OF INDIA,5,23,12,2010.0,875
dataset/augmented\875_augmented_9.jpg,CENTRAL BANK OF INDIA,5,23,12,2010.0,875
dataset/augmented\875_augmented_10.jpg,CENTRAL BANK OF INDIA,5,23,12,2010.0,875
dataset/augmented\876_augmented_1.jpg,BHAI JEEVAN SINGH,5,23,12,2010.0,876
dataset/augmented\876_augmented_2.jpg,BHAI JEEVAN SINGH,5,23,12,2010.0,876
dataset/augmented\876_augmented_3.jpg,BHAI JEEVAN SINGH,5,23,12,2010.0,876
dataset/augmented\876_augmented_4.jpg,BHAI JEEVAN SINGH,5,23,12,2010.0,876
dataset/augmented\876_augmented_5.jpg,BHAI JEEVAN SINGH,5,23,12,2010.0,876
dataset/augmented\876_augmented_6.jpg,BHAI JEEVAN SINGH,5,23,12,2010.0,876
dataset/augmented\876_augmented_7.jpg,BHAI JEEVAN SINGH,5,23,12,2010.0,876
dataset/augmented\876_augmented_8.jpg,BHAI JEEVAN SINGH,5,23,12,2010.0,876
dataset/augmented\876_augmented_9.jpg,BHAI JEEVAN SINGH,5,23,12,2010.0,876
dataset/augmented\876_augmented_10.jpg,BHAI JEEVAN SINGH,5,23,12,2010.0,876
dataset/augmented\877_augmented_1.jpg,YASHWANTRAO BALWANTRAO CHAVAN,5,22,12,2010.0,877
dataset/augmented\877_augmented_2.jpg,YASHWANTRAO BALWANTRAO CHAVAN,5,22,12,2010.0,877
dataset/augmented\877_augmented_3.jpg,YASHWANTRAO BALWANTRAO CHAVAN,5,22,12,2010.0,877
dataset/augmented\877_augmented_4.jpg,YASHWANTRAO BALWANTRAO CHAVAN,5,22,12,2010.0,877
dataset/augmented\877_augmented_5.jpg,YASHWANTRAO BALWANTRAO CHAVAN,5,22,12,2010.0,877
dataset/augmented\877_augmented_6.jpg,YASHWANTRAO BALWANTRAO CHAVAN,5,22,12,2010.0,877
dataset/augmented\877_augmented_7.jpg,YASHWANTRAO BALWANTRAO CHAVAN,5,22,12,2010.0,877
dataset/augmented\877_augmented_8.jpg,YASHWANTRAO BALWANTRAO CHAVAN,5,22,12,2010.0,877
dataset/augmented\877_augmented_9.jpg,YASHWANTRAO BALWANTRAO CHAVAN,5,22,12,2010.0,877
dataset/augmented\877_augmented_10.jpg,YASHWANTRAO BALWANTRAO CHAVAN,5,22,12,2010.0,877
dataset/augmented\878_augmented_1.jpg,BHAUSAHEB HIRAY,5,22,12,2010.0,878
dataset/augmented\878_augmented_2.jpg,BHAUSAHEB HIRAY,5,22,12,2010.0,878
dataset/augmented\878_augmented_3.jpg,BHAUSAHEB HIRAY,5,22,12,2010.0,878
dataset/augmented\878_augmented_4.jpg,BHAUSAHEB HIRAY,5,22,12,2010.0,878
dataset/augmented\878_augmented_5.jpg,BHAUSAHEB HIRAY,5,22,12,2010.0,878
dataset/augmented\878_augmented_6.jpg,BHAUSAHEB HIRAY,5,22,12,2010.0,878
dataset/augmented\878_augmented_7.jpg,BHAUSAHEB HIRAY,5,22,12,2010.0,878
dataset/augmented\878_augmented_8.jpg,BHAUSAHEB HIRAY,5,22,12,2010.0,878
dataset/augmented\878_augmented_9.jpg,BHAUSAHEB HIRAY,5,22,12,2010.0,878
dataset/augmented\878_augmented_10.jpg,BHAUSAHEB HIRAY,5,22,12,2010.0,878
dataset/augmented\879_augmented_1.jpg,CRAFTS MUSEUM,5,21,12,2010.0,879
dataset/augmented\879_augmented_2.jpg,CRAFTS MUSEUM,5,21,12,2010.0,879
dataset/augmented\879_augmented_3.jpg,CRAFTS MUSEUM,5,21,12,2010.0,879
dataset/augmented\879_augmented_4.jpg,CRAFTS MUSEUM,5,21,12,2010.0,879
dataset/augmented\879_augmented_5.jpg,CRAFTS MUSEUM,5,21,12,2010.0,879
dataset/augmented\879_augmented_6.jpg,CRAFTS MUSEUM,5,21,12,2010.0,879
dataset/augmented\879_augmented_7.jpg,CRAFTS MUSEUM,5,21,12,2010.0,879
dataset/augmented\879_augmented_8.jpg,CRAFTS MUSEUM,5,21,12,2010.0,879
dataset/augmented\879_augmented_9.jpg,CRAFTS MUSEUM,5,21,12,2010.0,879
dataset/augmented\879_augmented_10.jpg,CRAFTS MUSEUM,5,21,12,2010.0,879
dataset/augmented\880_augmented_1.jpg,CRAFTS MUSEUM,5,21,12,2010.0,880
dataset/augmented\880_augmented_2.jpg,CRAFTS MUSEUM,5,21,12,2010.0,880
dataset/augmented\880_augmented_3.jpg,CRAFTS MUSEUM,5,21,12,2010.0,880
dataset/augmented\880_augmented_4.jpg,CRAFTS MUSEUM,5,21,12,2010.0,880
dataset/augmented\880_augmented_5.jpg,CRAFTS MUSEUM,5,21,12,2010.0,880
dataset/augmented\880_augmented_6.jpg,CRAFTS MUSEUM,5,21,12,2010.0,880
dataset/augmented\880_augmented_7.jpg,CRAFTS MUSEUM,5,21,12,2010.0,880
dataset/augmented\880_augmented_8.jpg,CRAFTS MUSEUM,5,21,12,2010.0,880
dataset/augmented\880_augmented_9.jpg,CRAFTS MUSEUM,5,21,12,2010.0,880
dataset/augmented\880_augmented_10.jpg,CRAFTS MUSEUM,5,21,12,2010.0,880
dataset/augmented\881_augmented_1.jpg,INDIA-MEXICO: JOINT ISSUE KALBELIA DANCE,5,15,12,2010.0,881
dataset/augmented\881_augmented_2.jpg,INDIA-MEXICO: JOINT ISSUE KALBELIA DANCE,5,15,12,2010.0,881
dataset/augmented\881_augmented_3.jpg,INDIA-MEXICO: JOINT ISSUE KALBELIA DANCE,5,15,12,2010.0,881
dataset/augmented\881_augmented_4.jpg,INDIA-MEXICO: JOINT ISSUE KALBELIA DANCE,5,15,12,2010.0,881
dataset/augmented\881_augmented_5.jpg,INDIA-MEXICO: JOINT ISSUE KALBELIA DANCE,5,15,12,2010.0,881
dataset/augmented\881_augmented_6.jpg,INDIA-MEXICO: JOINT ISSUE KALBELIA DANCE,5,15,12,2010.0,881
dataset/augmented\881_augmented_7.jpg,INDIA-MEXICO: JOINT ISSUE KALBELIA DANCE,5,15,12,2010.0,881
dataset/augmented\881_augmented_8.jpg,INDIA-MEXICO: JOINT ISSUE KALBELIA DANCE,5,15,12,2010.0,881
dataset/augmented\881_augmented_9.jpg,INDIA-MEXICO: JOINT ISSUE KALBELIA DANCE,5,15,12,2010.0,881
dataset/augmented\881_augmented_10.jpg,INDIA-MEXICO: JOINT ISSUE KALBELIA DANCE,5,15,12,2010.0,881
dataset/augmented\882_augmented_1.jpg,INDIA-MEXICO: JOINT ISSUE JARABE TAPATIO,5,15,12,2010.0,882
dataset/augmented\882_augmented_2.jpg,INDIA-MEXICO: JOINT ISSUE JARABE TAPATIO,5,15,12,2010.0,882
dataset/augmented\882_augmented_3.jpg,INDIA-MEXICO: JOINT ISSUE JARABE TAPATIO,5,15,12,2010.0,882
dataset/augmented\882_augmented_4.jpg,INDIA-MEXICO: JOINT ISSUE JARABE TAPATIO,5,15,12,2010.0,882
dataset/augmented\882_augmented_5.jpg,INDIA-MEXICO: JOINT ISSUE JARABE TAPATIO,5,15,12,2010.0,882
dataset/augmented\882_augmented_6.jpg,INDIA-MEXICO: JOINT ISSUE JARABE TAPATIO,5,15,12,2010.0,882
dataset/augmented\882_augmented_7.jpg,INDIA-MEXICO: JOINT ISSUE JARABE TAPATIO,5,15,12,2010.0,882
dataset/augmented\882_augmented_8.jpg,INDIA-MEXICO: JOINT ISSUE JARABE TAPATIO,5,15,12,2010.0,882
dataset/augmented\882_augmented_9.jpg,INDIA-MEXICO: JOINT ISSUE JARABE TAPATIO,5,15,12,2010.0,882
dataset/augmented\882_augmented_10.jpg,INDIA-MEXICO: JOINT ISSUE JARABE TAPATIO,5,15,12,2010.0,882
dataset/augmented\883_augmented_1.jpg,PRAFULLA CHANDRA CHAKI,5,11,12,2010.0,883
dataset/augmented\883_augmented_2.jpg,PRAFULLA CHANDRA CHAKI,5,11,12,2010.0,883
dataset/augmented\883_augmented_3.jpg,PRAFULLA CHANDRA CHAKI,5,11,12,2010.0,883
dataset/augmented\883_augmented_4.jpg,PRAFULLA CHANDRA CHAKI,5,11,12,2010.0,883
dataset/augmented\883_augmented_5.jpg,PRAFULLA CHANDRA CHAKI,5,11,12,2010.0,883
dataset/augmented\883_augmented_6.jpg,PRAFULLA CHANDRA CHAKI,5,11,12,2010.0,883
dataset/augmented\883_augmented_7.jpg,PRAFULLA CHANDRA CHAKI,5,11,12,2010.0,883
dataset/augmented\883_augmented_8.jpg,PRAFULLA CHANDRA CHAKI,5,11,12,2010.0,883
dataset/augmented\883_augmented_9.jpg,PRAFULLA CHANDRA CHAKI,5,11,12,2010.0,883
dataset/augmented\883_augmented_10.jpg,PRAFULLA CHANDRA CHAKI,5,11,12,2010.0,883
dataset/augmented\884_augmented_1.jpg,SRI SRI BORDA,5,6,12,2010.0,884
dataset/augmented\884_augmented_2.jpg,SRI SRI BORDA,5,6,12,2010.0,884
dataset/augmented\884_augmented_3.jpg,SRI SRI BORDA,5,6,12,2010.0,884
dataset/augmented\884_augmented_4.jpg,SRI SRI BORDA,5,6,12,2010.0,884
dataset/augmented\884_augmented_5.jpg,SRI SRI BORDA,5,6,12,2010.0,884
